City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
435,Natchitoches,US,79.65,31.7668,-93.1335,Super 8 by Wyndham Natchitoches
436,Forio,IT,66.52,40.7342,13.8646,Hotel Terme Providence
437,Kroonstad,ZA,60.04,-27.6504,27.2349,Travel Inn Kroonstad
438,Manado,ID,81.37,1.487,124.8455,Aryaduta Hotel
439,Karratha,AU,77.56,-20.7377,116.8463,ibis Styles Karratha
441,Guerande,FR,67.46,47.3291,-2.4283,Best Western Hôtel de la Cité
442,Bansko,BG,54.75,41.8383,23.4885,Хотел Свети Георги Ски и Холидей
443,Aljezur,PT,65.21,37.3191,-8.8033,Amazigh Hostel
444,Caohai,CN,52.95,26.8661,104.2841,Jinhua Hotel
445,Hualmay,PE,61.88,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
446,Camacha,PT,63.82,33.0833,-16.3333,Hotel Porto Santo & Spa
447,Tautira,PF,77.76,-17.7333,-149.15,Pension Oaoa
449,Tagab,AF,56.77,34.855,69.6492,
450,La Palma,US,69.91,33.8464,-118.0467,La Quinta Inn & Suites by Wyndham Buena Park
452,Ewa Beach,US,85.84,21.3156,-158.0072,Base Lodging
453,Vila,PT,49.08,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
454,Hofn,IS,37.08,64.2539,-15.2082,Hótel Höfn
455,Adra,ES,76.39,36.7496,-3.0206,Hostal Zapata
456,Nemuro,JP,52.47,43.3236,145.575,Hotel Nemuro Kaiyoutei
457,Japura,ID,76.28,-0.3167,102.35,Rumah mbah Jamah
458,Seoul,KR,53.2,37.5683,126.9778,LOTTE HOTEL SEOUL
459,Banamba,ML,78.58,13.55,-7.45,Kassela de Banamba
461,Westport,US,58.91,41.1415,-73.3579,The Westport Inn
462,Bilma,NE,75.47,18.6853,12.9164,Expeditions Ténére voyages
463,Mali,GN,60.37,12.079,-12.2982,Hotel La Dame de Mali
464,Fenoarivo,MG,59.07,-18.933,47.4354,Skyfol Ambodiafontsy
466,Sayyan,YE,50.86,15.1718,44.3244,متنزه و بحيرة سيان
467,Mehamn,NO,35.55,71.0357,27.8492,Mehamn Arctic Hotel AS
469,College,US,34.59,64.8569,-147.8028,Pike's Waterfront Lodge
470,Mayumba,GA,76.59,-3.432,10.6554,LIKWALE LODGE
471,Port Shepstone,ZA,65.71,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
472,Seda,LV,39.54,57.65,25.75,Nakts mājas
474,Powell,US,68.68,40.1578,-83.0752,The Brig
475,Masvingo,ZW,66.88,-20.0637,30.8277,River Side Lodge
477,Balkhash,KZ,49.55,46.844,74.9804,Family
478,Yining,CN,65.01,29.0361,114.5636,Xiushui Hotel
479,Cozumel,MX,79.07,20.5083,-86.9458,Cozumel Palace® All Inclusive Resort
482,Villa Nueva,GT,71.62,14.5269,-90.5875,Hotel Manhatan
484,Calama,CL,64.89,-22.4667,-68.9333,Park Hotel Calama
485,Skibotn,NO,36.82,69.3913,20.2679,Olderelv Camping
486,Maniitsoq,GL,35.19,65.4167,-52.9,Hotel Heilmann Lyberth
487,Grenada,ES,68.68,37.1882,-3.6067,HOTEL REINA CRISTINA
488,Ponta Delgada,PT,65.12,37.7333,-25.6667,Vila Nova Hotel
490,Umm Kaddadah,SD,82.33,13.6017,26.6876,
491,Martapura,ID,77.09,-3.4167,114.85,Montana Hotel Syariah
492,Road Town,VG,82.44,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
493,San Andres,CO,84.22,12.5847,-81.7006,Hotel Arena Blanca
494,Byron Bay,AU,66.94,-28.65,153.6167,Backpackers Inn
495,Mackay,AU,86.68,-21.15,149.2,International Lodge Motel
496,Shahrud,IR,54.1,36.4182,54.9763,Royal Hotel
497,Ambulu,ID,79.95,-8.345,113.6058,Hotel Ambulu Jember
498,Sept-Iles,CA,48.2,50.2001,-66.3821,Comfort Inn
499,Stutterheim,ZA,55.2,-32.5708,27.424,Yellowwood Creek
500,Dergachi,RU,38.64,51.2328,48.7659,
501,Sorland,NO,40.86,67.667,12.6934,Sjybrygga fiskecamp
502,Pinotepa Nacional,MX,76.6,16.3167,-98.0167,Hotel Maria Del Carmen
503,Acucena,BR,70.32,-19.0731,-42.5464,Hotel e Restaurante Açucena
504,Manzanillo,CU,76.39,20.3433,-77.1167,"HOSTAL ""THE YELLOW HOUSE"""
505,Gandajika,CD,67.77,-6.75,23.95,Hôtel Memorial
506,Kirakira,SB,83.86,-10.4544,161.9205,SanBiz Lodge
509,Praia Da Vitoria,PT,64.76,38.7333,-27.0667,Hotel Branco I
510,Yinchuan,CN,51.26,38.4681,106.2731,JJ Inns - Yinchuan New Moon Square Branch
512,Buala,SB,84.58,-8.145,159.5921,Maringe Lagoon Lodge
513,Andros Town,BS,80.56,24.7,-77.7667,Hanks place
514,Swan River,CA,42.69,52.1058,-101.2676,Super 8 by Wyndham Swan River MB
517,Teya,RU,38.01,60.3778,92.6267,
518,San Ignacio,BZ,73.71,17.1561,-89.0714,Rainforest Haven Inn
519,Bowen,AU,79.74,-20.0167,148.2333,Castle Motor Lodge Motel
520,Vrede,ZA,54.72,-27.4257,29.1659,Vrede Hotel
521,Korla,CN,47.37,41.7597,86.1469,Gulisitan Hotel
522,Karoi,ZW,65.91,-16.8099,29.6925,Chikangwe Guest houses
523,Urazovo,RU,42.85,50.0836,38.0395,Dvuluchenskiy Tskr
524,Katherine,AU,93.31,-14.4667,132.2667,Pine Tree Motel
525,Mecca,SA,78.64,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
526,Hidalgotitlan,MX,73.17,17.7833,-94.6333,
527,Namatanai,PG,85.59,-3.6667,152.4333,Seagulls Inn Namatani
528,Russell,US,64.0,32.3502,-85.1999,Macs
529,Margate,GB,60.91,51.3813,1.3862,Premier Inn Margate hotel
531,Tocopilla,CL,63.27,-22.092,-70.1979,Hotel Galvarino
532,Port-Gentil,GA,78.3,-0.7193,8.7815,Fengshui Residence
533,Slave Lake,CA,40.98,55.2834,-114.769,Super 8 by Wyndham Slave Lake AB
534,Presidencia Roque Saenz Pena,AR,73.09,-26.7852,-60.4388,Hotel Gualok
535,Verkhniy Rohachyk,UA,51.19,47.2505,34.338,
536,Slidell,US,73.0,30.2752,-89.7812,Hampton Inn Slidell
537,Itaguai,BR,75.61,-22.8522,-43.7753,It Grande Hotel Itaguai
538,Amli,IN,70.52,20.2833,73.0167,Hotel Soubhagya inn
539,Ravar,IR,67.71,31.2656,56.8055,computertik
540,Hobyo,SO,78.1,5.3505,48.5268,Halane Hotel and Restaurent
541,Nurota,UZ,50.0,40.5614,65.6886,Guest House Ruslan Nurata & Tours
542,Safford,US,80.11,32.834,-109.7076,SpringHill Suites by Marriott Thatcher
543,Bondoukou,CI,72.82,8.0333,-2.8,Prestige Hotel
544,Lardos,GR,64.94,36.0942,28.0157,Lindos Princess Beach Hotel
545,San Luis,AR,62.22,-33.295,-66.3356,Huarpes Hotel
547,Rantepao,ID,74.71,-2.9701,119.8978,Hotel Luta Resort
548,Moosomin,CA,46.4,50.1333,-101.6677,Motel 6
549,Shakawe,BW,72.68,-18.3667,21.85,EdenWood Lodge
550,Pudozh,RU,40.42,61.8099,36.5345,Guest-House na Transportnoy
551,Pitimbu,BR,77.9,-7.4706,-34.8086,Reserva do Abiaí
552,Zvornik,BA,58.19,44.3869,19.1014,Хотел Видиковац
553,Tema,GH,79.56,5.667,-0.0166,Beulah Royale Hotel Tema
554,Sturgeon Bay,US,59.36,44.8342,-87.377,AmericInn by Wyndham Sturgeon Bay
555,Pasaje,EC,72.68,-3.3333,-79.8167,Finca Huaylala
556,Kununurra,AU,96.75,-15.7667,128.7333,Hotel Kununurra
557,Whitehorse,CA,36.01,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
558,Laguna,US,75.18,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
559,Lazaro Cardenas,MX,79.14,17.9583,-102.2,HOTEL QUINTA ANTIGUA
560,Garowe,SO,74.14,8.4054,48.4845,Curubo Hotel
561,Campos Novos,BR,54.84,-27.4017,-51.225,Hotel Corujão - Campos Novos
562,Bol,TD,83.57,13.4586,14.7147,Harrouni camp de passage
564,Nouadhibou,MR,70.27,20.931,-17.0347,El Medina
565,Bundaberg,AU,79.21,-24.85,152.35,Takalvan Motel
566,Bandarbeyla,SO,77.25,9.4942,50.8122,JABIR HOTEL
567,Limni,GR,65.62,38.7667,23.3167,Kaminos Resort
570,Ugoofaaru,MV,80.76,5.6667,73.0,Ungoofaaru Inn
571,Springdale,US,77.59,36.1867,-94.1288,Springdale Inn
572,Gat,IL,67.82,31.61,34.7642,OlusHome
573,Geraldton,AU,65.48,-28.7667,114.6,Broadwater Mariner Resort
574,San Patricio,US,79.52,28.017,-97.5169,"Motel 6 Sinton, TX"
575,Gempol,ID,81.41,-7.1827,111.6137,Tjiplex Warehouse
576,Pingzhuang,CN,43.61,42.0372,119.2889,Haoke Guest House
577,Ferme-Neuve,CA,51.03,46.7001,-75.4493,Pourvoirie Club Fontbrune Ltee
578,Cockburn Town,TC,82.63,21.4612,-71.1419,Osprey Beach Hotel
579,Sembakung,ID,78.37,3.8167,117.25,
580,Adrar,MR,81.82,20.5022,-10.0711,
581,Zenzeli,RU,43.32,45.9241,47.0474,
582,Palmer,US,55.18,42.1584,-72.3287,Wedgewood Motel
583,Barcelos,PT,60.94,41.5388,-8.6151,Hotel Do Terço
584,Ambanja,MG,70.18,-13.6833,48.45,Hotel Salama and Fast Food
585,Behshahr,IR,63.52,36.6923,53.5526,Abbas Abad Hotel & Restaurant
586,Aswan,EG,72.63,24.0934,32.907,Nuba Nile
587,Freeport,US,61.02,40.6576,-73.5832,The Freeport Inn and Marina
588,Mandera,KE,79.65,3.9366,41.867,Red Sea Resort & Suites Mandera County
589,Doha,QA,82.38,25.2867,51.5333,Mövenpick Doha
591,Najran,SA,63.25,17.4924,44.1277,محمد هادي ال فطيح
592,Kristiansund,NO,43.45,63.1115,7.732,Thon Hotels Storgata
593,Albino,IT,62.4,45.7638,9.7964,Tenuta Colle Piajo
594,Tamworth,GB,58.64,52.634,-1.6959,Drayton Manor Hotel
595,Auki,SB,83.98,-8.7676,160.7034,Auki Motel
596,La Paz,BO,53.58,-16.5,-68.15,Hotel Presidente
597,Cururupu,BR,76.05,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
598,Sokoni,TZ,76.37,-6.4333,39.55,Ujamaa Beach Resort
599,Vanavara,RU,38.64,60.34,102.2797,
600,Faya,SA,56.01,18.3851,42.4509,شيلة نسايم
601,Tateyama,JP,65.1,34.9833,139.8667,Tateyama Seaside Hotel
602,Fort Saint James,CA,42.12,54.4333,-124.25,The View Hotel
603,Louga,RU,36.3,58.7372,29.8453,U Lysoy Gory Hotel
604,Hadejia,NG,78.15,12.4498,10.0444,Kasuwar Kuda Hadejia General Hospital Road
605,Balagansk,RU,36.37,54.0103,103.0544,
606,Mount Darwin,ZW,65.26,-16.7725,31.5838,
607,Berbera,SO,81.63,10.4396,45.0143,IBCO REAL ESTATE PROPERTY
608,Sao Raimundo Nonato,BR,81.0,-9.0153,-42.6994,Real Hotel
609,Port Augusta,AU,61.32,-32.5,137.7667,Majestic Oasis Apartments
610,Yuli,NG,75.92,9.6989,10.2744,
611,Ahipara,NZ,65.82,-35.1667,173.1667,Ahipara Holiday Park
612,Vestmannaeyjar,IS,42.91,63.4427,-20.2734,Glamping & Camping
613,Sao Jose Da Coroa Grande,BR,76.3,-8.8978,-35.1478,Crôa Mares Hotel
614,Kloulklubed,PW,83.35,7.0419,134.2556,Storyboard Beach Resort
615,Hefei,CN,63.16,31.8639,117.2808,Jinhuan Hotel
616,Tiarei,PF,77.58,-17.5333,-149.3333,Le Rocher de Tahiti
617,Vrangel,RU,42.84,42.7297,133.0839,"Отель ""БАЛИ"""
618,Paka,MY,74.59,4.6374,103.4368,RUMBIA RESORT VILLA Paka Terengganu
619,Manadhoo,MV,80.38,5.7667,73.3833,Bon Abri maldives
620,Kimbe,PG,75.47,-5.5502,150.1429,Kimbe Bay Hotel
621,Puerto Del Rosario,ES,73.15,28.5004,-13.8627,Hotel JM Puerto del Rosario
622,Ban Mo,TH,77.99,14.6154,100.7273,บริษัท สยาม เอ็น พี อาร์ จำกัด
623,Kangaatsiaq,GL,33.87,68.3065,-53.4641,Nukissiorfiit
624,Mecayapan,MX,74.98,18.2167,-94.8333,Hotel Tucan Real
625,Moron,AR,56.97,-34.6534,-58.6198,Hotel Morón
626,Kuna,US,50.56,43.4918,-116.4201,Winfield Springs
628,Constitucion,CL,50.29,-35.3333,-72.4167,Hotel Boutique Las Azucenas
630,Bistrica,RO,49.89,47.1332,24.5001,Hotel Bistrita
631,Burgeo,CA,50.85,47.6167,-57.6152,Gillett's Motel
632,Sola,VU,80.13,-13.8833,167.55,Leumerus Bungalows
633,Ancud,CL,45.27,-41.8697,-73.8203,Hotel Arena Gruesa
634,Hutchinson,US,79.74,38.0608,-97.9298,Hampton Inn Hutchinson
635,Sri Aman,MY,78.21,1.2376,111.4621,Seri Simanggang Hotel
636,Westerly,US,57.83,41.3776,-71.8273,La Quinta Inn & Suites by Wyndham Stonington-Mystic Area
637,Port Blair,IN,79.05,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
638,Aripuana,BR,74.1,-9.1667,-60.6333,
639,Ciudad Bolivar,VE,85.03,8.1222,-63.5497,Hotel Edi
640,Ciudad Guayana,VE,79.52,8.3533,-62.6528,Hotel Las Americas
642,Georgiyevka,KZ,51.84,43.0369,74.7114,Gostinitsa Imperiya
643,Jati,PK,78.98,24.3539,68.2671,Cafe Lala Rehan Restaurant
644,Fuerte Olimpo,PY,71.71,-21.0415,-57.8738,Hospedaje DAMI
645,Khor,RU,34.18,47.8861,134.9464,Gostinitsa Deksi
646,Santa Maria,BR,63.7,-29.6842,-53.8069,Hotel Morotin
647,Tutoia,BR,79.66,-2.7619,-42.2744,Pousada Guará's
649,Majene,ID,81.12,-3.5403,118.9707,Kost Putri RABBANI
650,Ormara,PK,80.47,25.2088,64.6357,Kenara Colony House for Rent
651,Wadi,IN,64.4,17.0667,76.9833,New Jagdamba Maratha hotel
652,Yarada,IN,76.41,17.65,83.2667,Yarada Jungle Beach Resorts
653,Vlasotince,RS,54.45,42.9636,22.1231,Хотел Грозд
654,Dong Hoi,VN,74.7,17.4833,106.6,Nam Long Hotel
655,Dwarka,IN,81.32,22.2394,68.9678,Hotel Narayan Avezika Comfort
656,Teknaf,BD,78.58,20.8624,92.3058,Forestry Guesthouse
657,Presidente Epitacio,BR,70.79,-21.7633,-52.1156,Hotel Itaverá
658,Moose Factory,CA,45.93,51.2585,-80.6094,Moosonee Lilypad
659,Manicore,BR,77.94,-5.8092,-61.3003,Hotel Durval
660,Tongliao,CN,40.73,43.6125,122.2653,Meirujia Hotel
661,Worthington,US,68.76,40.0931,-83.018,Sheraton Suites Columbus Worthington
662,Bolanos De Calatrava,ES,65.73,38.9069,-3.6635,Hotel Almagro
663,Kuji,JP,58.82,40.1878,141.7689,Kuji Grand Hotel
664,Jiayuguan,CN,42.21,39.8167,98.3,Jiugang Hotel - Jiayuguan
665,Baie-Comeau,CA,47.08,49.2168,-68.1489,Travelodge by Wyndham Baie-Comeau
666,Wladyslawowo,PL,54.95,54.7909,18.4009,Gwiazda Morza Resort SPA&SPORT
667,Mildura,AU,62.56,-34.2,142.15,Mercure Hotel Mildura
668,Tucuman,AR,66.2,-26.8241,-65.2226,Hotel Premier
669,Noumea,NC,80.58,-22.2763,166.4572,Hôtel Le Lagon
670,Madawaska,US,56.5,47.3561,-68.3288,Best Western Plus Edmundston Hotel
